Name,5H..9A.3
475,6.97259E-06
476,2.97964E-06
477,7.97282E-07
478,1.59625E-07
479,1.06951E-07
480,5.31913E-08
481,1.17081E-06
482,2.28644E-06
483,4.1943E-06
484,2.55863E-06
485,1.27818E-06
486,6.92361E-07
487,1.03308E-07
488,2.37334E-07
489,1.18996E-07
490,2.16295E-07
491,3.15449E-07
492,1.52695E-06
493,1.83108E-06
494,7.49857E-07
495,3.77621E-07
496,6.765E-07
497,9.79152E-07
498,2.75434E-06
499,2.53084E-06
500,6.1248E-07
