obs_wl_nm,ritz_wl_nm,wavelength_nm,aki_s-1,acc,transition_type,spectra_query,element,ion_stage,species,transition,rel_intensity,source
359.3717,359.371669,359.3717,,,,Ar II,Ar,II,Ar II,,,live_nist
359.437,359.437559,359.437,,,,Ar II,Ar,II,Ar II,,,live_nist
360.02217,360.022175,360.02217,,,,Ar II,Ar,II,Ar II,,,live_nist
360.15089,360.150884,360.15089,200000.0,C,,Ar II,Ar,II,Ar II,,200000.0,live_nist
360.3456,360.345573,360.3456,6500000.0,D,,Ar II,Ar,II,Ar II,,6500000.0,live_nist
360.3905,360.390419,360.3905,,,,Ar II,Ar,II,Ar II,,,live_nist
360.58788,360.587889,360.58788,4400000.0,B,,Ar II,Ar,II,Ar II,,4400000.0,live_nist
360.7401,360.740366,360.7401,,,,Ar II,Ar,II,Ar II,,,live_nist
361.1365,361.136648,361.1365,,,,Ar II,Ar,II,Ar II,,,live_nist
361.1813,361.181306,361.1813,600000.0,C,,Ar II,Ar,II,Ar II,,600000.0,live_nist
362.0807,362.080929,362.0807,,,,Ar II,Ar,II,Ar II,,,live_nist
362.1012,362.101412,362.1012,,,,Ar II,Ar,II,Ar II,,,live_nist
362.21376,362.213719,362.21376,64000000.0,D,,Ar II,Ar,II,Ar II,,64000000.0,live_nist
362.3444,362.344968,362.3444,,,,Ar II,Ar,II,Ar II,,,live_nist
363.48119,363.48122,363.48119,900000.0,C,,Ar II,Ar,II,Ar II,,900000.0,live_nist
363.51,363.509952,363.51,,,,Ar II,Ar,II,Ar II,,,live_nist
363.5636,363.563755,363.5636,,,,Ar II,Ar,II,Ar II,,,live_nist
363.70303,363.703094,363.70303,,,,Ar II,Ar,II,Ar II,,,live_nist
363.98324,363.983244,363.98324,140000000.0,D,,Ar II,Ar,II,Ar II,,140000000.0,live_nist
365.08891,365.088923,365.08891,12000000.0,D,,Ar II,Ar,II,Ar II,,12000000.0,live_nist
365.1184,365.119395,365.1184,,,,Ar II,Ar,II,Ar II,,,live_nist
365.52775,365.527776,365.52775,23000000.0,D,,Ar II,Ar,II,Ar II,,23000000.0,live_nist
365.60495,365.60494,365.60495,7600000.0,B,,Ar II,Ar,II,Ar II,,7600000.0,live_nist
365.7216,365.721694,365.7216,,,,Ar II,Ar,II,Ar II,,,live_nist
366.04362,366.043646,366.04362,220000000.0,D,,Ar II,Ar,II,Ar II,,220000000.0,live_nist
366.113,366.1132,366.113,,,,Ar II,Ar,II,Ar II,,,live_nist
366.9602,366.960196,366.9602,13000000.0,D,,Ar II,Ar,II,Ar II,,13000000.0,live_nist
367.10045,367.100424,367.10045,71000000.0,D,,Ar II,Ar,II,Ar II,,71000000.0,live_nist
367.3264,367.326401,367.3264,,,,Ar II,Ar,II,Ar II,,,live_nist
367.3842,367.38429,367.3842,,,,Ar II,Ar,II,Ar II,,,live_nist
367.8269,367.826948,367.8269,25000000.0,D,,Ar II,Ar,II,Ar II,,25000000.0,live_nist
368.00607,368.00605,368.00607,120000000.0,D,,Ar II,Ar,II,Ar II,,120000000.0,live_nist
368.25439,368.25445,368.25439,1700000.0,B,,Ar II,Ar,II,Ar II,,1700000.0,live_nist
369.2126,369.21238,369.2126,,,,Ar II,Ar,II,Ar II,,,live_nist
369.2299,369.228325,369.2299,,,,Ar II,Ar,II,Ar II,,,live_nist
369.4643,369.464208,369.4643,,,,Ar II,Ar,II,Ar II,,,live_nist
370.2005,370.200145,370.2005,,,,Ar II,Ar,II,Ar II,,,live_nist
370.355,370.355,370.355,,,,Ar II,Ar,II,Ar II,,,live_nist
370.69302,370.692967,370.69302,200000.0,C,,Ar II,Ar,II,Ar II,,200000.0,live_nist
370.99085,370.990842,370.99085,4700000.0,B,,Ar II,Ar,II,Ar II,,4700000.0,live_nist
371.3019,371.301505,371.3019,,,,Ar II,Ar,II,Ar II,,,live_nist
371.47332,371.473315,371.47332,200000.0,D,,Ar II,Ar,II,Ar II,,200000.0,live_nist
371.71721,371.717101,371.71721,5200000.0,B,,Ar II,Ar,II,Ar II,,5200000.0,live_nist
371.82061,371.820606,371.82061,200000000.0,D,,Ar II,Ar,II,Ar II,,200000000.0,live_nist
372.04258,372.042586,372.04258,17000000.0,D,,Ar II,Ar,II,Ar II,,17000000.0,live_nist
372.45156,372.451602,372.45156,34000000.0,D,,Ar II,Ar,II,Ar II,,34000000.0,live_nist
372.93082,372.93081,372.93082,48000000.0,B,,Ar II,Ar,II,Ar II,,48000000.0,live_nist
373.337,373.335452,373.337,,,,Ar II,Ar,II,Ar II,,,live_nist
373.5488,373.548761,373.5488,300000.0,C+,,Ar II,Ar,II,Ar II,,300000.0,live_nist
373.78889,373.78889,373.78889,230000000.0,D,,Ar II,Ar,II,Ar II,,230000000.0,live_nist
374.4274,374.427089,374.4274,,,,Ar II,Ar,II,Ar II,,,live_nist
374.64469,374.644703,374.64469,,,,Ar II,Ar,II,Ar II,,,live_nist
374.6913,374.6913,374.6913,2100000.0,B,,Ar II,Ar,II,Ar II,,2100000.0,live_nist
375.04801,375.047947,375.04801,100000.0,D,,Ar II,Ar,II,Ar II,,100000.0,live_nist
375.1047,375.10522,375.1047,,,,Ar II,Ar,II,Ar II,,,live_nist
375.133,375.13259,375.133,,,,Ar II,Ar,II,Ar II,,,live_nist
375.2856,375.285328,375.2856,,,,Ar II,Ar,II,Ar II,,,live_nist
375.35172,375.351727,375.35172,,,,Ar II,Ar,II,Ar II,,,live_nist
375.40493,375.404927,375.40493,,,,Ar II,Ar,II,Ar II,,,live_nist
375.66701,375.6669,375.66701,,,,Ar II,Ar,II,Ar II,,,live_nist
376.3111,376.311028,376.3111,,,,Ar II,Ar,II,Ar II,,,live_nist
376.35041,376.350501,376.35041,17800000.0,B,,Ar II,Ar,II,Ar II,,17800000.0,live_nist
376.52697,376.526969,376.52697,98000000.0,D,,Ar II,Ar,II,Ar II,,98000000.0,live_nist
376.61182,376.611839,376.61182,7400000.0,B,,Ar II,Ar,II,Ar II,,7400000.0,live_nist
377.05194,377.051925,377.05194,41000000.0,D,,Ar II,Ar,II,Ar II,,41000000.0,live_nist
377.4522,377.451913,377.4522,,,,Ar II,Ar,II,Ar II,,,live_nist
377.7531,377.75311,377.7531,1100000.0,D,,Ar II,Ar,II,Ar II,,1100000.0,live_nist
378.08394,378.083953,378.08394,77000000.0,B,,Ar II,Ar,II,Ar II,,77000000.0,live_nist
378.63819,378.638198,378.63819,1500000.0,B,,Ar II,Ar,II,Ar II,,1500000.0,live_nist
379.3226,379.322798,379.3226,,,,Ar II,Ar,II,Ar II,,,live_nist
379.65931,379.659302,379.65931,25000000.0,D,,Ar II,Ar,II,Ar II,,25000000.0,live_nist
379.93811,379.938187,379.93811,17000000.0,C,,Ar II,Ar,II,Ar II,,17000000.0,live_nist
380.3172,380.317205,380.3172,150000000.0,D,,Ar II,Ar,II,Ar II,,150000000.0,live_nist
380.85745,380.857439,380.85745,1000000.0,C,,Ar II,Ar,II,Ar II,,1000000.0,live_nist
380.94558,380.945576,380.94558,44000000.0,D,,Ar II,Ar,II,Ar II,,44000000.0,live_nist
381.1212,381.121124,381.1212,,,,Ar II,Ar,II,Ar II,,,live_nist
381.738,381.738108,381.738,,,,Ar II,Ar,II,Ar II,,,live_nist
381.9015,381.901539,381.9015,360000.0,D,,Ar II,Ar,II,Ar II,,360000.0,live_nist
382.3254,382.325375,382.3254,,,,Ar II,Ar,II,Ar II,,,live_nist
382.56723,382.567243,382.56723,76000000.0,D,,Ar II,Ar,II,Ar II,,76000000.0,live_nist
382.68067,382.680692,382.68067,28100000.0,B,,Ar II,Ar,II,Ar II,,28100000.0,live_nist
383.0165,383.016452,383.0165,,,,Ar II,Ar,II,Ar II,,,live_nist
383.03951,383.039372,383.03951,400000.0,D,,Ar II,Ar,II,Ar II,,400000.0,live_nist
383.05209,383.052004,383.05209,,,,Ar II,Ar,II,Ar II,,,live_nist
383.8239,383.8239,383.8239,,,,Ar II,Ar,II,Ar II,,,live_nist
384.15186,384.151838,384.15186,26900000.0,B,,Ar II,Ar,II,Ar II,,26900000.0,live_nist
384.45622,384.456216,384.45622,300000.0,E,,Ar II,Ar,II,Ar II,,300000.0,live_nist
384.47306,384.473084,384.47306,4800000.0,B,,Ar II,Ar,II,Ar II,,4800000.0,live_nist
384.54049,384.540506,384.54049,1600000.0,C,,Ar II,Ar,II,Ar II,,1600000.0,live_nist
385.05808,385.058079,385.05808,38700000.0,B,,Ar II,Ar,II,Ar II,,38700000.0,live_nist
385.51603,385.516032,385.51603,1500000.0,D,,Ar II,Ar,II,Ar II,,1500000.0,live_nist
385.61374,385.613749,385.61374,,,,Ar II,Ar,II,Ar II,,,live_nist
386.1348,386.134778,386.1348,,,,Ar II,Ar,II,Ar II,,,live_nist
386.85281,386.852819,386.85281,140000000.0,C,,Ar II,Ar,II,Ar II,,140000000.0,live_nist
386.9614,386.961963,386.9614,600000.0,C,,Ar II,Ar,II,Ar II,,600000.0,live_nist
387.21361,387.213701,387.21361,15000000.0,C,,Ar II,Ar,II,Ar II,,15000000.0,live_nist
387.52641,387.526405,387.52641,8200000.0,B,,Ar II,Ar,II,Ar II,,8200000.0,live_nist
388.03323,388.033288,388.03323,23200000.0,B,,Ar II,Ar,II,Ar II,,23200000.0,live_nist
388.314,388.314212,388.314,,,,Ar II,Ar,II,Ar II,,,live_nist
389.14011,389.140123,389.14011,4300000.0,B,,Ar II,Ar,II,Ar II,,4300000.0,live_nist
389.19787,389.197869,389.19787,6300000.0,C,,Ar II,Ar,II,Ar II,,6300000.0,live_nist
389.52506,389.524947,389.52506,,,,Ar II,Ar,II,Ar II,,,live_nist
390.06251,390.062636,390.06251,7200000.0,B,,Ar II,Ar,II,Ar II,,7200000.0,live_nist
390.695,390.693849,390.695,,,,Ar II,Ar,II,Ar II,,,live_nist
391.15759,391.157587,391.15759,7700000.0,C+,,Ar II,Ar,II,Ar II,,7700000.0,live_nist
391.47674,391.476695,391.47674,3700000.0,B,,Ar II,Ar,II,Ar II,,3700000.0,live_nist
391.5516,391.55287,391.5516,,,,Ar II,Ar,II,Ar II,,,live_nist
391.77669,391.776691,391.77669,100000.0,C,,Ar II,Ar,II,Ar II,,100000.0,live_nist
392.2359,392.235796,392.2359,300000.0,C,,Ar II,Ar,II,Ar II,,300000.0,live_nist
392.2528,392.252967,392.2528,,,,Ar II,Ar,II,Ar II,,,live_nist
392.3556,392.3555,392.3556,,,,Ar II,Ar,II,Ar II,,,live_nist
392.57186,392.571849,392.57186,140000000.0,D,,Ar II,Ar,II,Ar II,,140000000.0,live_nist
392.60451,392.604544,392.60451,,,,Ar II,Ar,II,Ar II,,,live_nist
392.86227,392.862282,392.86227,24400000.0,B,,Ar II,Ar,II,Ar II,,24400000.0,live_nist
393.12353,393.123548,393.12353,2000000.0,B,,Ar II,Ar,II,Ar II,,2000000.0,live_nist
393.25463,393.254638,393.25463,93000000.0,C,,Ar II,Ar,II,Ar II,,93000000.0,live_nist
393.317,393.318691,393.317,,,,Ar II,Ar,II,Ar II,,,live_nist
393.5275,393.528178,393.5275,,,,Ar II,Ar,II,Ar II,,,live_nist
393.8843,393.884385,393.8843,,,,Ar II,Ar,II,Ar II,,,live_nist
394.42712,394.427124,394.42712,4100000.0,B,,Ar II,Ar,II,Ar II,,4100000.0,live_nist
394.60969,394.609692,394.60969,140000000.0,D,,Ar II,Ar,II,Ar II,,140000000.0,live_nist
395.2728,395.272882,395.2728,20800000.0,B,,Ar II,Ar,II,Ar II,,20800000.0,live_nist
395.8379,395.837988,395.8379,3800000.0,B,,Ar II,Ar,II,Ar II,,3800000.0,live_nist
396.83589,396.835887,396.83589,4800000.0,B,,Ar II,Ar,II,Ar II,,4800000.0,live_nist
397.44764,397.447629,397.44764,2000000.0,D,,Ar II,Ar,II,Ar II,,2000000.0,live_nist
397.47582,397.475854,397.47582,900000.0,D,,Ar II,Ar,II,Ar II,,900000.0,live_nist
397.93554,397.935543,397.93554,98000000.0,C,,Ar II,Ar,II,Ar II,,98000000.0,live_nist
398.042,398.04335,398.042,,,,Ar II,Ar,II,Ar II,,,live_nist
398.81573,398.815725,398.81573,4100000.0,B,,Ar II,Ar,II,Ar II,,4100000.0,live_nist
399.20531,399.205304,399.20531,1600000.0,B,,Ar II,Ar,II,Ar II,,1600000.0,live_nist
399.47916,399.479193,399.47916,160000000.0,E,,Ar II,Ar,II,Ar II,,160000000.0,live_nist
399.92518,399.925192,399.92518,,,,Ar II,Ar,II,Ar II,,,live_nist
400.11378,400.113759,400.11378,600000.0,C,,Ar II,Ar,II,Ar II,,600000.0,live_nist
400.5362,400.53627,400.5362,,,,Ar II,Ar,II,Ar II,,,live_nist
400.7632,400.762828,400.7632,,,,Ar II,Ar,II,Ar II,,,live_nist
401.12084,401.120922,401.12084,3100000.0,D,,Ar II,Ar,II,Ar II,,3100000.0,live_nist
401.38561,401.38561,401.38561,10500000.0,A,,Ar II,Ar,II,Ar II,,10500000.0,live_nist
401.98434,401.98429,401.98434,,,,Ar II,Ar,II,Ar II,,,live_nist
403.13769,403.137797,403.13769,7500000.0,B,,Ar II,Ar,II,Ar II,,7500000.0,live_nist
403.3809,403.380915,403.3809,98000000.0,D,,Ar II,Ar,II,Ar II,,98000000.0,live_nist
403.4783,403.477769,403.4783,,,,Ar II,Ar,II,Ar II,,,live_nist
403.54595,403.545971,403.54595,4400000.0,B,,Ar II,Ar,II,Ar II,,4400000.0,live_nist
403.88039,403.88038,403.88039,1200000.0,B,,Ar II,Ar,II,Ar II,,1200000.0,live_nist
404.219,404.2181,404.219,400000.0,C,,Ar II,Ar,II,Ar II,,400000.0,live_nist
404.28934,404.289342,404.28934,40600000.0,B,,Ar II,Ar,II,Ar II,,40600000.0,live_nist
404.56769,404.567613,404.56769,1600000.0,C,,Ar II,Ar,II,Ar II,,1600000.0,live_nist
404.74803,404.748081,404.74803,,,,Ar II,Ar,II,Ar II,,,live_nist
405.1122,405.112055,405.1122,,,,Ar II,Ar,II,Ar II,,,live_nist
405.29206,405.292057,405.29206,67000000.0,E,,Ar II,Ar,II,Ar II,,67000000.0,live_nist
405.354,405.354732,405.354,,,,Ar II,Ar,II,Ar II,,,live_nist
405.7672,405.76753,405.7672,20000.0,E,,Ar II,Ar,II,Ar II,,20000.0,live_nist
,406.05029,406.05029,3200.0,E,,Ar II,Ar,II,Ar II,,3200.0,live_nist
406.51114,406.51111,406.51114,1100000.0,C,,Ar II,Ar,II,Ar II,,1100000.0,live_nist
407.07837,407.07839,407.07837,,,,Ar II,Ar,II,Ar II,,,live_nist
407.20043,407.200431,407.20043,58000000.0,B,,Ar II,Ar,II,Ar II,,58000000.0,live_nist
407.23843,407.238432,407.23843,,,,Ar II,Ar,II,Ar II,,,live_nist
407.66282,407.662819,407.66282,80000000.0,D,,Ar II,Ar,II,Ar II,,80000000.0,live_nist
407.69432,407.694294,407.69432,99000000.0,D,,Ar II,Ar,II,Ar II,,99000000.0,live_nist
407.95734,407.957339,407.95734,11900000.0,B,,Ar II,Ar,II,Ar II,,11900000.0,live_nist
408.06359,408.063589,408.06359,,,,Ar II,Ar,II,Ar II,,,live_nist
408.07022,408.070213,408.07022,,,,Ar II,Ar,II,Ar II,,,live_nist
408.23868,408.23868,408.23868,2900000.0,B+,,Ar II,Ar,II,Ar II,,2900000.0,live_nist
408.3466,408.347624,408.3466,,,,Ar II,Ar,II,Ar II,,,live_nist
409.71351,409.713543,409.71351,,,,Ar II,Ar,II,Ar II,,,live_nist
409.72033,409.720221,409.72033,,,,Ar II,Ar,II,Ar II,,,live_nist
409.94554,409.945565,409.94554,,,,Ar II,Ar,II,Ar II,,,live_nist
410.38323,410.383222,410.38323,130000000.0,D,,Ar II,Ar,II,Ar II,,130000000.0,live_nist
410.39118,410.391181,410.39118,120000000.0,D,,Ar II,Ar,II,Ar II,,120000000.0,live_nist
411.28151,411.281487,411.28151,1100000.0,B,,Ar II,Ar,II,Ar II,,1100000.0,live_nist
411.4487,411.44885,411.4487,,,,Ar II,Ar,II,Ar II,,,live_nist
411.63756,411.637493,411.63756,,,,Ar II,Ar,II,Ar II,,,live_nist
412.4058,412.40612,412.4058,,,,Ar II,Ar,II,Ar II,,,live_nist
412.86399,412.863985,412.86399,1400000.0,B,,Ar II,Ar,II,Ar II,,1400000.0,live_nist
412.9682,412.968211,412.9682,,,,Ar II,Ar,II,Ar II,,,live_nist
413.17232,413.172327,413.17232,85000000.0,B,,Ar II,Ar,II,Ar II,,85000000.0,live_nist
414.4245,414.42441,414.4245,,,,Ar II,Ar,II,Ar II,,,live_nist
414.7377,414.738177,414.7377,18000.0,E,,Ar II,Ar,II,Ar II,,18000.0,live_nist
415.2909,415.2909,415.2909,,,,Ar II,Ar,II,Ar II,,,live_nist
415.60854,415.608541,415.60854,39000000.0,D,,Ar II,Ar,II,Ar II,,39000000.0,live_nist
416.251,416.25085,416.251,,,,Ar II,Ar,II,Ar II,,,live_nist
416.89696,416.896778,416.89696,,,,Ar II,Ar,II,Ar II,,,live_nist
417.8365,417.83653,417.8365,1200000.0,C+,,Ar II,Ar,II,Ar II,,1200000.0,live_nist
417.92972,417.929704,417.92972,13000000.0,D,,Ar II,Ar,II,Ar II,,13000000.0,live_nist
418.35909,418.35908,418.35909,,,,Ar II,Ar,II,Ar II,,,live_nist
418.96507,418.9651,418.96507,,,,Ar II,Ar,II,Ar II,,,live_nist
419.98887,419.9889,419.98887,,,,Ar II,Ar,II,Ar II,,,live_nist
420.15556,420.155428,420.15556,,,,Ar II,Ar,II,Ar II,,,live_nist
420.19713,420.19712,420.19713,2100000.0,C,,Ar II,Ar,II,Ar II,,2100000.0,live_nist
420.34105,420.341075,420.34105,,,,Ar II,Ar,II,Ar II,,,live_nist
420.9944,420.994575,420.9944,180000.0,D,,Ar II,Ar,II,Ar II,,180000.0,live_nist
421.095,421.09588,421.095,,,,Ar II,Ar,II,Ar II,,,live_nist
421.4854,421.48618,421.4854,,,,Ar II,Ar,II,Ar II,,,live_nist
421.74306,421.743061,421.74306,,,,Ar II,Ar,II,Ar II,,,live_nist
421.86648,421.86648,421.86648,36000000.0,D,,Ar II,Ar,II,Ar II,,36000000.0,live_nist
422.26369,422.263701,422.26369,69000000.0,D,,Ar II,Ar,II,Ar II,,69000000.0,live_nist
422.66091,422.660846,422.66091,,,,Ar II,Ar,II,Ar II,,,live_nist
422.69874,422.698745,422.69874,41000000.0,D,,Ar II,Ar,II,Ar II,,41000000.0,live_nist
422.81577,422.815775,422.81577,13100000.0,A,,Ar II,Ar,II,Ar II,,13100000.0,live_nist
422.98688,422.986872,422.98688,,,,Ar II,Ar,II,Ar II,,,live_nist
423.72195,423.721956,423.72195,11200000.0,B,,Ar II,Ar,II,Ar II,,11200000.0,live_nist
424.364,424.364424,424.364,200000.0,C,,Ar II,Ar,II,Ar II,,200000.0,live_nist
425.56027,425.560268,425.56027,2100000.0,D,,Ar II,Ar,II,Ar II,,2100000.0,live_nist
425.6663,425.66688,425.6663,,,,Ar II,Ar,II,Ar II,,,live_nist
426.65265,426.652661,426.65265,16400000.0,B,,Ar II,Ar,II,Ar II,,16400000.0,live_nist
426.749,426.749809,426.749,,,,Ar II,Ar,II,Ar II,,,live_nist
426.773,426.773622,426.773,,,,Ar II,Ar,II,Ar II,,,live_nist
427.51592,427.515959,427.51592,26000000.0,D,,Ar II,Ar,II,Ar II,,26000000.0,live_nist
427.75279,427.752786,427.75279,80000000.0,B,,Ar II,Ar,II,Ar II,,80000000.0,live_nist
428.28971,428.28972,428.28971,13200000.0,B,,Ar II,Ar,II,Ar II,,13200000.0,live_nist
428.63567,428.63567,428.63567,,,,Ar II,Ar,II,Ar II,,,live_nist
429.79632,429.79645,429.79632,,,,Ar II,Ar,II,Ar II,,,live_nist
430.0449,430.04543,430.0449,,,,Ar II,Ar,II,Ar II,,,live_nist
430.06493,430.064931,430.06493,5700000.0,B,,Ar II,Ar,II,Ar II,,5700000.0,live_nist
430.90931,430.909312,430.90931,,,,Ar II,Ar,II,Ar II,,,live_nist
430.92385,430.923857,430.92385,,,,Ar II,Ar,II,Ar II,,,live_nist
432.73364,432.733647,432.73364,,,,Ar II,Ar,II,Ar II,,,live_nist
432.94385,432.94383,432.94385,,,,Ar II,Ar,II,Ar II,,,live_nist
433.11992,433.119915,433.11992,57400000.0,A,,Ar II,Ar,II,Ar II,,57400000.0,live_nist
433.20295,433.202953,433.20295,19200000.0,B+,,Ar II,Ar,II,Ar II,,19200000.0,live_nist
433.70705,433.707046,433.70705,34000000.0,D,,Ar II,Ar,II,Ar II,,34000000.0,live_nist
433.82312,433.823078,433.82312,,,,Ar II,Ar,II,Ar II,,,live_nist
434.58968,434.589579,434.58968,,,,Ar II,Ar,II,Ar II,,,live_nist
434.80635,434.806354,434.80635,117100000.0,A,,Ar II,Ar,II,Ar II,,117100000.0,live_nist
435.22047,435.220472,435.22047,21200000.0,B,,Ar II,Ar,II,Ar II,,21200000.0,live_nist
435.84915,435.849124,435.84915,180000.0,D,,Ar II,Ar,II,Ar II,,180000.0,live_nist
436.2066,436.206601,436.2066,5500000.0,B,,Ar II,Ar,II,Ar II,,5500000.0,live_nist
436.78314,436.783141,436.78314,,,,Ar II,Ar,II,Ar II,,,live_nist
437.07529,437.075295,437.07529,66000000.0,B,,Ar II,Ar,II,Ar II,,66000000.0,live_nist
437.13285,437.132854,437.13285,22100000.0,B,,Ar II,Ar,II,Ar II,,22100000.0,live_nist
437.24888,437.248963,437.24888,,,,Ar II,Ar,II,Ar II,,,live_nist
437.48574,437.485779,437.48574,,,,Ar II,Ar,II,Ar II,,,live_nist
437.5954,437.595402,437.5954,20500000.0,B,,Ar II,Ar,II,Ar II,,20500000.0,live_nist
437.92128,437.921357,437.92128,,,,Ar II,Ar,II,Ar II,,,live_nist
437.96665,437.966649,437.96665,100400000.0,A,,Ar II,Ar,II,Ar II,,100400000.0,live_nist
437.98805,437.988058,437.98805,,,,Ar II,Ar,II,Ar II,,,live_nist
438.293,438.29335,438.293,,,,Ar II,Ar,II,Ar II,,,live_nist
438.37545,438.375303,438.37545,1100000.0,B,,Ar II,Ar,II,Ar II,,1100000.0,live_nist
438.50565,438.505653,438.50565,,,,Ar II,Ar,II,Ar II,,,live_nist
438.69656,438.69655,438.69656,,,,Ar II,Ar,II,Ar II,,,live_nist
439.4622,439.461986,439.4622,600000.0,C,,Ar II,Ar,II,Ar II,,600000.0,live_nist
439.7798,439.77968,439.7798,,,,Ar II,Ar,II,Ar II,,,live_nist
440.00964,440.009637,440.00964,16000000.0,B,,Ar II,Ar,II,Ar II,,16000000.0,live_nist
440.0986,440.098598,440.0986,30400000.0,B,,Ar II,Ar,II,Ar II,,30400000.0,live_nist
440.1744,440.175478,440.1744,,,,Ar II,Ar,II,Ar II,,,live_nist
440.49019,440.49023,440.49019,,,,Ar II,Ar,II,Ar II,,,live_nist
440.64696,440.64698,440.64696,,,,Ar II,Ar,II,Ar II,,,live_nist
440.9,440.90102,440.9,,,,Ar II,Ar,II,Ar II,,,live_nist
441.29035,441.290323,441.29035,6100000.0,B,,Ar II,Ar,II,Ar II,,6100000.0,live_nist
442.09118,442.091205,442.09118,3100000.0,B,,Ar II,Ar,II,Ar II,,3100000.0,live_nist
442.60008,442.60008,442.60008,81700000.0,A,,Ar II,Ar,II,Ar II,,81700000.0,live_nist
443.01885,443.018862,443.01885,56900000.0,A,,Ar II,Ar,II,Ar II,,56900000.0,live_nist
443.09959,443.099589,443.09959,10900000.0,B,,Ar II,Ar,II,Ar II,,10900000.0,live_nist
443.38377,443.383789,443.38377,,,,Ar II,Ar,II,Ar II,,,live_nist
443.81173,443.811698,443.81173,,,,Ar II,Ar,II,Ar II,,,live_nist
443.8808,443.880939,443.8808,,,,Ar II,Ar,II,Ar II,,,live_nist
443.94611,443.94611,443.94611,,,,Ar II,Ar,II,Ar II,,,live_nist
443.98786,443.987923,443.98786,,,,Ar II,Ar,II,Ar II,,,live_nist
444.01213,444.01211,444.01213,,,,Ar II,Ar,II,Ar II,,,live_nist
444.5846,444.584791,444.5846,,,,Ar II,Ar,II,Ar II,,,live_nist
444.84587,444.845934,444.84587,,,,Ar II,Ar,II,Ar II,,,live_nist
444.88791,444.887916,444.88791,65000000.0,D,,Ar II,Ar,II,Ar II,,65000000.0,live_nist
444.9521,444.95203,444.9521,,,,Ar II,Ar,II,Ar II,,,live_nist
445.655,445.655075,445.655,,,,Ar II,Ar,II,Ar II,,,live_nist
445.8885,445.887904,445.8885,,,,Ar II,Ar,II,Ar II,,,live_nist
446.05558,446.055706,446.05558,1500000.0,B+,,Ar II,Ar,II,Ar II,,1500000.0,live_nist
447.47591,447.475916,447.47591,29000000.0,B,,Ar II,Ar,II,Ar II,,29000000.0,live_nist
448.18104,448.181045,448.18104,45500000.0,B,,Ar II,Ar,II,Ar II,,45500000.0,live_nist
449.09813,449.098136,449.09813,4600000.0,B,,Ar II,Ar,II,Ar II,,4600000.0,live_nist
449.85374,449.85383,449.85374,,,,Ar II,Ar,II,Ar II,,,live_nist
450.29265,450.29272,450.29265,,,,Ar II,Ar,II,Ar II,,,live_nist
450.308,450.30881,450.308,,,,Ar II,Ar,II,Ar II,,,live_nist
450.9957,450.99643,450.9957,,,,Ar II,Ar,II,Ar II,,,live_nist
451.6095,451.610273,451.6095,,,,Ar II,Ar,II,Ar II,,,live_nist
451.75363,451.753542,451.75363,,,,Ar II,Ar,II,Ar II,,,live_nist
453.05522,453.055209,453.05522,2100000.0,B,,Ar II,Ar,II,Ar II,,2100000.0,live_nist
453.54905,453.549051,453.54905,7400000.0,D,,Ar II,Ar,II,Ar II,,7400000.0,live_nist
453.76409,453.76423,453.76409,,,,Ar II,Ar,II,Ar II,,,live_nist
453.87102,453.871052,453.87102,,,,Ar II,Ar,II,Ar II,,,live_nist
454.38702,454.386908,454.38702,,,,Ar II,Ar,II,Ar II,,,live_nist
454.50516,454.505166,454.50516,47100000.0,B,,Ar II,Ar,II,Ar II,,47100000.0,live_nist
454.77582,454.775828,454.77582,7700000.0,D,,Ar II,Ar,II,Ar II,,7700000.0,live_nist
456.10124,456.101276,456.10124,,,,Ar II,Ar,II,Ar II,,,live_nist
456.37423,456.37427,456.37423,,,,Ar II,Ar,II,Ar II,,,live_nist
456.44055,456.44054,456.44055,29000000.0,D,,Ar II,Ar,II,Ar II,,29000000.0,live_nist
457.2894,457.289124,457.2894,,,,Ar II,Ar,II,Ar II,,,live_nist
457.93493,457.934934,457.93493,80000000.0,B,,Ar II,Ar,II,Ar II,,80000000.0,live_nist
458.7895,458.789089,458.7895,300000.0,C,,Ar II,Ar,II,Ar II,,300000.0,live_nist
458.98976,458.989759,458.98976,66400000.0,A,,Ar II,Ar,II,Ar II,,66400000.0,live_nist
459.34476,459.34483,459.34476,,,,Ar II,Ar,II,Ar II,,,live_nist
459.87625,459.876258,459.87625,6700000.0,B,,Ar II,Ar,II,Ar II,,6700000.0,live_nist
460.002,460.00188,460.002,,,,Ar II,Ar,II,Ar II,,,live_nist
460.95669,460.956692,460.95669,78900000.0,A,,Ar II,Ar,II,Ar II,,78900000.0,live_nist
461.12432,461.12444,461.12432,,,,Ar II,Ar,II,Ar II,,,live_nist
461.41,461.41106,461.41,,,,Ar II,Ar,II,Ar II,,,live_nist
463.72324,463.723239,463.72324,7100000.0,A,,Ar II,Ar,II,Ar II,,7100000.0,live_nist
465.79009,465.79009,465.79009,89200000.0,B,,Ar II,Ar,II,Ar II,,89200000.0,live_nist
466.626,466.62636,466.626,,,,Ar II,Ar,II,Ar II,,,live_nist
468.14971,468.149686,468.14971,,,,Ar II,Ar,II,Ar II,,,live_nist
468.22759,468.227587,468.22759,800000.0,C+,,Ar II,Ar,II,Ar II,,800000.0,live_nist
470.33576,470.33571,470.33576,,,,Ar II,Ar,II,Ar II,,,live_nist
